State,Year,Month,tavg,pcp
Florida,2012,February,64.3,2.53
Florida,2012,January,59.3,1.13
Florida,2011,December,62.8,1.75
Florida,2011,November,66.4,1.41
Florida,2011,October,70.5,5.73
Florida,2011,September,79.7,5.53
Florida,2011,August,83.7,6.65
Florida,2011,July,82.6,6.96
Florida,2011,June,82.1,4.74
Florida,2011,May,76.2,1.61
Florida,2011,April,73.0,2.16
Florida,2011,March,66.5,4.06
Florida,2011,February,61.8,1.93
Florida,2011,January,54.9,4.24
Florida,2010,December,50.1,1.11
Florida,2010,November,64.9,2.07
Florida,2010,October,72.1,0.44
Florida,2010,September,80.9,4.33
Florida,2010,August,83.5,8.16
Florida,2010,July,83.4,6.0
Florida,2010,June,83.1,5.24
Florida,2010,May,78.5,4.22
Florida,2010,April,69.7,2.75
Florida,2010,March,59.0,5.87
Florida,2010,February,52.6,3.7
Florida,2010,January,52.5,4.23
Florida,2009,December,60.4,5.71
Florida,2009,November,66.0,2.24
Florida,2009,October,75.3,2.22
Florida,2009,September,80.5,5.88
Florida,2009,August,82.1,6.46
Florida,2009,July,81.7,6.65
Florida,2009,June,81.9,6.03
Florida,2009,May,76.6,8.91
Florida,2009,April,69.6,3.72
Florida,2009,March,65.3,2.78
Florida,2009,February,57.3,1.32
Florida,2009,January,57.2,1.85
Georgia,2018,December,50.2,9.63
Georgia,2018,November,53.2,6.24
Georgia,2018,October,68.4,3.83
Georgia,2018,September,79.8,2.75
Georgia,2018,August,79.4,5.54
Georgia,2018,July,80.2,6.26
Georgia,2018,June,79.3,5.06
Georgia,2018,May,73.7,6.67
Georgia,2018,April,60.6,4.16
Georgia,2018,March,54.5,3.55
Georgia,2018,February,59.2,4.29
Georgia,2018,January,42.5,2.82
Georgia,2017,December,49.3,3.19
Georgia,2017,November,56.4,1.0
Georgia,2017,October,67.0,3.54
Georgia,2017,September,74.0,5.01
Georgia,2017,August,79.4,4.58
Georgia,2017,July,80.6,4.86
Georgia,2017,June,76.6,6.36
Georgia,2017,May,71.4,5.6
Georgia,2017,April,67.5,3.74
Georgia,2017,March,58.0,2.11
Georgia,2017,February,56.5,2.09
Georgia,2017,January,53.2,7.72
Georgia,2016,December,52.1,5.68
Georgia,2016,November,58.0,0.95
Georgia,2016,October,67.8,1.39
Georgia,2016,September,77.5,3.49
Georgia,2016,August,81.6,4.0
Georgia,2016,July,82.8,2.75
Georgia,2016,June,79.7,4.02
Georgia,2016,May,70.8,2.78
Georgia,2016,April,63.9,4.16
Georgia,2016,March,60.9,3.03
Georgia,2016,February,50.0,4.87
Georgia,2016,January,44.4,3.78
Georgia,2015,December,58.9,8.49
Georgia,2015,November,59.8,6.28
Georgia,2015,October,64.8,3.23
Georgia,2015,September,73.8,3.75
Georgia,2015,August,79.5,5.78
Georgia,2015,July,81.5,4.65
Georgia,2015,June,79.3,4.25
Georgia,2015,May,72.4,2.17
Georgia,2015,April,66.8,6.2
Georgia,2015,March,58.8,2.81
Georgia,2015,February,43.2,4.49
Georgia,2015,January,44.9,3.64
Georgia,2014,December,51.3,5.31
Georgia,2014,November,49.8,4.36
Georgia,2014,October,65.6,2.78
Georgia,2014,September,75.5,4.97
Georgia,2014,August,79.2,3.37
Georgia,2014,July,78.9,3.96
Georgia,2014,June,78.3,3.64
Georgia,2014,May,71.2,3.87
Georgia,2014,April,63.1,7.35
Georgia,2014,March,52.9,4.41
Georgia,2014,February,49.8,4.06
Georgia,2014,January,40.0,3.33
Georgia,2013,December,51.2,6.39
Georgia,2013,November,53.2,3.23
Georgia,2013,October,65.0,0.94
Georgia,2013,September,74.5,2.37
Georgia,2013,August,78.0,7.6
Georgia,2013,July,78.2,9.6
Georgia,2013,June,77.8,7.56
Georgia,2013,May,68.4,3.78
Georgia,2013,April,62.9,5.09
Georgia,2013,March,50.2,3.99
Georgia,2013,February,48.8,9.62
Georgia,2013,January,52.5,3.32
Georgia,2012,December,52.1,4.93
Georgia,2012,November,52.6,1.07
Georgia,2012,October,64.7,1.91
Georgia,2012,September,74.0,2.91
Georgia,2012,August,78.1,6.25
Georgia,2012,July,82.2,4.44
Georgia,2012,June,75.6,4.73
Georgia,2012,May,73.5,3.99
Georgia,2012,April,65.6,1.59
Georgia,2012,March,64.8,4.24
Georgia,2012,February,52.8,2.92
Georgia,2012,January,50.0,3.04
Georgia,2011,December,51.3,3.23
Georgia,2011,November,56.2,2.83
Georgia,2011,October,61.6,2.59
Georgia,2011,September,73.6,3.86
Georgia,2011,August,82.2,2.44
Georgia,2011,July,81.9,4.54
Georgia,2011,June,81.1,3.63
Georgia,2011,May,71.3,1.15
Georgia,2011,April,65.8,2.84
Georgia,2011,March,57.8,5.97
Georgia,2011,February,51.1,3.7
Georgia,2011,January,41.8,3.33
Georgia,2010,December,39.9,2.27
Georgia,2010,November,54.8,2.08
Georgia,2010,October,64.8,1.48
Georgia,2010,September,76.5,3.27
Georgia,2010,August,82.2,5.15
Georgia,2010,July,82.2,3.71
Georgia,2010,June,81.0,4.27
Georgia,2010,May,73.6,5.15
Georgia,2010,April,64.5,2.36
Georgia,2010,March,52.1,3.68
Georgia,2010,February,42.1,3.57
Georgia,2010,January,41.8,6.05
Georgia,2009,December,46.2,9.08
Georgia,2009,November,55.6,3.94
Georgia,2009,October,64.1,5.75
Georgia,2009,September,74.5,5.95
Georgia,2009,August,78.8,5.65
Georgia,2009,July,78.5,3.62
Georgia,2009,June,79.8,2.81
Georgia,2009,May,71.3,6.39
Georgia,2009,April,61.8,6.73
Georgia,2009,March,56.4,6.62
Georgia,2009,February,47.7,2.29
Georgia,2009,January,46.3,2.65
Georgia,2018,December,50.2,9.63
Georgia,2018,November,53.2,6.24
Georgia,2018,October,68.4,3.83
Georgia,2018,September,79.8,2.75
Georgia,2018,August,79.4,5.54
Georgia,2018,July,80.2,6.26
Georgia,2018,June,79.3,5.06
Georgia,2018,May,73.7,6.67
Georgia,2018,April,60.6,4.16
Georgia,2018,March,54.5,3.55
Georgia,2018,February,59.2,4.29
Georgia,2018,January,42.5,2.82
Georgia,2017,December,49.3,3.19
Georgia,2017,November,56.4,1.0
Georgia,2017,October,67.0,3.54
Georgia,2017,September,74.0,5.01
Georgia,2017,August,79.4,4.58
Georgia,2017,July,80.6,4.86
Georgia,2017,June,76.6,6.36
Georgia,2017,May,71.4,5.6
Georgia,2017,April,67.5,3.74
Georgia,2017,March,58.0,2.11
Georgia,2017,February,56.5,2.09
Georgia,2017,January,53.2,7.72
Georgia,2016,December,52.1,5.68
Georgia,2016,November,58.0,0.95
Georgia,2016,October,67.8,1.39
Georgia,2016,September,77.5,3.49
Georgia,2016,August,81.6,4.0
Georgia,2016,July,82.8,2.75
Georgia,2016,June,79.7,4.02
Georgia,2016,May,70.8,2.78
Georgia,2016,April,63.9,4.16
Georgia,2016,March,60.9,3.03
Georgia,2016,February,50.0,4.87
Georgia,2016,January,44.4,3.78
Georgia,2015,December,58.9,8.49
Georgia,2015,November,59.8,6.28
Georgia,2015,October,64.8,3.23
Georgia,2015,September,73.8,3.75
Georgia,2015,August,79.5,5.78
Georgia,2015,July,81.5,4.65
Georgia,2015,June,79.3,4.25
Georgia,2015,May,72.4,2.17
Georgia,2015,April,66.8,6.2
Georgia,2015,March,58.8,2.81
Georgia,2015,February,43.2,4.49
Georgia,2015,January,44.9,3.64
Georgia,2014,December,51.3,5.31
Georgia,2014,November,49.8,4.36
Georgia,2014,October,65.6,2.78
Georgia,2014,September,75.5,4.97
Georgia,2014,August,79.2,3.37
Georgia,2014,July,78.9,3.96
Georgia,2014,June,78.3,3.64
Georgia,2014,May,71.2,3.87
Georgia,2014,April,63.1,7.35
Georgia,2014,March,52.9,4.41
Georgia,2014,February,49.8,4.06
Georgia,2014,January,40.0,3.33
Georgia,2013,December,51.2,6.39
Georgia,2013,November,53.2,3.23
Georgia,2013,October,65.0,0.94
Georgia,2013,September,74.5,2.37
Georgia,2013,August,78.0,7.6
Georgia,2013,July,78.2,9.6
Georgia,2013,June,77.8,7.56
Georgia,2013,May,68.4,3.78
Georgia,2013,April,62.9,5.09
Georgia,2013,March,50.2,3.99
Georgia,2013,February,48.8,9.62
Georgia,2013,January,52.5,3.32
Georgia,2012,December,52.1,4.93
Georgia,2012,November,52.6,1.07
Georgia,2012,October,64.7,1.91
Georgia,2012,September,74.0,2.91
Georgia,2012,August,78.1,6.25
Georgia,2012,July,82.2,4.44
Georgia,2012,June,75.6,4.73
Georgia,2012,May,73.5,3.99
Georgia,2012,April,65.6,1.59
Georgia,2012,March,64.8,4.24
Georgia,2012,February,52.8,2.92
Georgia,2012,January,50.0,3.04
Georgia,2011,December,51.3,3.23
Georgia,2011,November,56.2,2.83
Georgia,2011,October,61.6,2.59
Georgia,2011,September,73.6,3.86
Georgia,2011,August,82.2,2.44
Georgia,2011,July,81.9,4.54
Georgia,2011,June,81.1,3.63
Georgia,2011,May,71.3,1.15
Georgia,2011,April,65.8,2.84
Georgia,2011,March,57.8,5.97
Georgia,2011,February,51.1,3.7
Georgia,2011,January,41.8,3.33
Georgia,2010,December,39.9,2.27
Georgia,2010,November,54.8,2.08
Georgia,2010,October,64.8,1.48
Georgia,2010,September,76.5,3.27
Georgia,2010,August,82.2,5.15
Georgia,2010,July,82.2,3.71
Georgia,2010,June,81.0,4.27
Georgia,2010,May,73.6,5.15
Georgia,2010,April,64.5,2.36
Georgia,2010,March,52.1,3.68
Georgia,2010,February,42.1,3.57
Georgia,2010,January,41.8,6.05
Georgia,2009,December,46.2,9.08
Georgia,2009,November,55.6,3.94
Georgia,2009,October,64.1,5.75
Georgia,2009,September,74.5,5.95
Georgia,2009,August,78.8,5.65
Georgia,2009,July,78.5,3.62
Georgia,2009,June,79.8,2.81
Georgia,2009,May,71.3,6.39
Georgia,2009,April,61.8,6.73
Georgia,2009,March,56.4,6.62
Georgia,2009,February,47.7,2.29
Georgia,2009,January,46.3,2.65
Idaho,2018,December,24.3,2.24
Idaho,2018,November,32.0,2.38
Idaho,2018,October,44.0,1.94
Idaho,2018,September,56.2,0.16
Idaho,2018,August,65.0,0.53
Idaho,2018,July,68.4,0.12
Idaho,2018,June,57.7,1.64
Idaho,2018,May,54.0,2.47
Idaho,2018,April,42.4,2.54
Idaho,2018,March,33.7,2.75
Idaho,2018,February,26.2,2.33
Idaho,2018,January,30.4,2.78
Idaho,2017,December,25.2,2.24
Idaho,2017,November,34.9,3.55
Idaho,2017,October,41.9,1.65
Idaho,2017,September,55.7,2.09
Idaho,2017,August,66.9,0.35
Idaho,2017,July,70.0,0.33
Idaho,2017,June,59.1,1.69
Idaho,2017,May,50.6,1.6
Idaho,2017,April,40.3,2.95
Idaho,2017,March,38.5,4.14
Idaho,2017,February,29.5,4.91
Idaho,2017,January,18.5,3.33
Idaho,2016,December,19.1,3.66
Idaho,2016,November,38.7,1.44
Idaho,2016,October,45.7,4.54
Idaho,2016,September,54.6,1.82
Idaho,2016,August,64.7,0.15
Idaho,2016,July,64.8,0.72
Idaho,2016,June,61.2,0.8
Idaho,2016,May,50.6,2.21
Idaho,2016,April,47.0,1.65
Idaho,2016,March,37.0,3.58
Idaho,2016,February,31.9,1.65
Idaho,2016,January,25.8,2.66
Idaho,2015,December,24.3,4.56
Idaho,2015,November,29.9,2.51
Idaho,2015,October,50.7,1.69
Idaho,2015,September,57.2,1.31
Idaho,2015,August,65.8,0.76
Idaho,2015,July,65.1,1.37
Idaho,2015,June,64.7,0.77
Idaho,2015,May,51.8,2.89
Idaho,2015,April,42.3,1.23
Idaho,2015,March,40.8,1.51
Idaho,2015,February,35.2,1.86
Idaho,2015,January,28.7,2.06
Idaho,2014,December,29.1,3.3
Idaho,2014,November,31.1,3.32
Idaho,2014,October,48.5,1.29
Idaho,2014,September,57.6,1.53
Idaho,2014,August,63.8,2.29
Idaho,2014,July,69.3,0.39
Idaho,2014,June,56.7,1.32
Idaho,2014,May,51.6,1.26
Idaho,2014,April,41.6,2.15
Idaho,2014,March,36.2,3.92
Idaho,2014,February,28.0,3.68
Idaho,2014,January,27.7,2.02
Idaho,2013,December,21.1,1.76
Idaho,2013,November,33.8,1.72
Idaho,2013,October,42.1,0.85
Idaho,2013,September,57.1,2.96
Idaho,2013,August,67.6,0.71
Idaho,2013,July,69.6,0.53
Idaho,2013,June,59.3,1.35
Idaho,2013,May,51.0,1.51
Idaho,2013,April,40.1,1.81
Idaho,2013,March,35.1,1.47
Idaho,2013,February,27.5,1.07
Idaho,2013,January,20.2,1.9
Idaho,2012,December,25.8,4.12
Idaho,2012,November,36.0,2.75
Idaho,2012,October,43.7,2.32
Idaho,2012,September,58.4,0.32
Idaho,2012,August,67.3,0.28
Idaho,2012,July,68.5,0.93
Idaho,2012,June,56.9,1.6
Idaho,2012,May,49.0,1.91
Idaho,2012,April,44.4,2.12
Idaho,2012,March,36.4,4.25
Idaho,2012,February,28.0,1.78
Idaho,2012,January,26.8,3.33
Idaho,2011,December,24.8,1.53
Idaho,2011,November,30.5,1.99
Idaho,2011,October,45.4,2.83
Idaho,2011,September,59.6,0.39
Idaho,2011,August,66.1,0.51
Idaho,2011,July,64.3,0.55
Idaho,2011,June,54.0,1.96
Idaho,2011,May,45.8,3.15
Idaho,2011,April,36.4,3.18
Idaho,2011,March,33.4,3.88
Idaho,2011,February,24.3,1.93
Idaho,2011,January,24.0,2.79
Idaho,2010,December,26.6,4.22
Idaho,2010,November,30.5,3.03
Idaho,2010,October,47.5,2.49
Idaho,2010,September,56.4,0.94
Idaho,2010,August,62.8,0.83
Idaho,2010,July,64.2,0.52
Idaho,2010,June,55.5,3.24
Idaho,2010,May,44.1,2.77
Idaho,2010,April,40.0,2.64
Idaho,2010,March,35.2,1.86
Idaho,2010,February,28.9,1.06
Idaho,2010,January,28.2,2.54
Idaho,2009,December,19.8,1.84
Idaho,2009,November,33.0,1.33
Idaho,2009,October,39.5,2.47
Idaho,2009,September,60.1,0.35
Idaho,2009,August,63.8,1.45
Idaho,2009,July,65.8,0.71
Idaho,2009,June,56.3,3.51
Idaho,2009,May,50.8,2.03
Idaho,2009,April,40.7,1.84
Idaho,2009,March,31.4,3.17
Idaho,2009,February,27.6,1.46
Idaho,2009,January,25.0,2.72
Idaho,2018,December,24.3,2.24
Idaho,2018,November,32.0,2.38
Idaho,2018,October,44.0,1.94
Idaho,2018,September,56.2,0.16
Idaho,2018,August,65.0,0.53
Idaho,2018,July,68.4,0.12
Idaho,2018,June,57.7,1.64
Idaho,2018,May,54.0,2.47
Idaho,2018,April,42.4,2.54
Idaho,2018,March,33.7,2.75
Idaho,2018,February,26.2,2.33
Idaho,2018,January,30.4,2.78
Idaho,2017,December,25.2,2.24
Idaho,2017,November,34.9,3.55
Idaho,2017,October,41.9,1.65
Idaho,2017,September,55.7,2.09
Idaho,2017,August,66.9,0.35
Idaho,2017,July,70.0,0.33
Idaho,2017,June,59.1,1.69
Idaho,2017,May,50.6,1.6
Idaho,2017,April,40.3,2.95
Idaho,2017,March,38.5,4.14
Idaho,2017,February,29.5,4.91
Idaho,2017,January,18.5,3.33
Idaho,2016,December,19.1,3.66
Idaho,2016,November,38.7,1.44
Idaho,2016,October,45.7,4.54
Idaho,2016,September,54.6,1.82
Idaho,2016,August,64.7,0.15
Idaho,2016,July,64.8,0.72
Idaho,2016,June,61.2,0.8
Idaho,2016,May,50.6,2.21
Idaho,2016,April,47.0,1.65
Idaho,2016,March,37.0,3.58
Idaho,2016,February,31.9,1.65
Idaho,2016,January,25.8,2.66
Idaho,2015,December,24.3,4.56
Idaho,2015,November,29.9,2.51
Idaho,2015,October,50.7,1.69
Idaho,2015,September,57.2,1.31
Idaho,2015,August,65.8,0.76
Idaho,2015,July,65.1,1.37
Idaho,2015,June,64.7,0.77
Idaho,2015,May,51.8,2.89
Idaho,2015,April,42.3,1.23
Idaho,2015,March,40.8,1.51
Idaho,2015,February,35.2,1.86
Idaho,2015,January,28.7,2.06
Idaho,2014,December,29.1,3.3
Idaho,2014,November,31.1,3.32
Idaho,2014,October,48.5,1.29
Idaho,2014,September,57.6,1.53
Idaho,2014,August,63.8,2.29
Idaho,2014,July,69.3,0.39
Idaho,2014,June,56.7,1.32
Idaho,2014,May,51.6,1.26
Idaho,2014,April,41.6,2.15
Idaho,2014,March,36.2,3.92
Idaho,2014,February,28.0,3.68
Idaho,2014,January,27.7,2.02
Idaho,2013,December,21.1,1.76
Idaho,2013,November,33.8,1.72
Idaho,2013,October,42.1,0.85
Idaho,2013,September,57.1,2.96
Idaho,2013,August,67.6,0.71
Idaho,2013,July,69.6,0.53
Idaho,2013,June,59.3,1.35
Idaho,2013,May,51.0,1.51
Idaho,2013,April,40.1,1.81
Idaho,2013,March,35.1,1.47
Idaho,2013,February,27.5,1.07
Idaho,2013,January,20.2,1.9
Idaho,2012,December,25.8,4.12
Idaho,2012,November,36.0,2.75
Idaho,2012,October,43.7,2.32
Idaho,2012,September,58.4,0.32
Idaho,2012,August,67.3,0.28
Idaho,2012,July,68.5,0.93
Idaho,2012,June,56.9,1.6
Idaho,2012,May,49.0,1.91
Idaho,2012,April,44.4,2.12
Idaho,2012,March,36.4,4.25
Idaho,2012,February,28.0,1.78
Idaho,2012,January,26.8,3.33
Idaho,2011,December,24.8,1.53
Idaho,2011,November,30.5,1.99
Idaho,2011,October,45.4,2.83
Idaho,2011,September,59.6,0.39
Idaho,2011,August,66.1,0.51
Idaho,2011,July,64.3,0.55
Idaho,2011,June,54.0,1.96
Idaho,2011,May,45.8,3.15
Idaho,2011,April,36.4,3.18
Idaho,2011,March,33.4,3.88
Idaho,2011,February,24.3,1.93
Idaho,2011,January,24.0,2.79
Idaho,2010,December,26.6,4.22
Idaho,2010,November,30.5,3.03
Idaho,2010,October,47.5,2.49
Idaho,2010,September,56.4,0.94
Idaho,2010,August,62.8,0.83
Idaho,2010,July,64.2,0.52
Idaho,2010,June,55.5,3.24
Idaho,2010,May,44.1,2.77
Idaho,2010,April,40.0,2.64
Idaho,2010,March,35.2,1.86
Idaho,2010,February,28.9,1.06
Idaho,2010,January,28.2,2.54
Idaho,2009,December,19.8,1.84
Idaho,2009,November,33.0,1.33
Idaho,2009,October,39.5,2.47
Idaho,2009,September,60.1,0.35
Idaho,2009,August,63.8,1.45
Idaho,2009,July,65.8,0.71
Idaho,2009,June,56.3,3.51
Idaho,2009,May,50.8,2.03
Idaho,2009,April,40.7,1.84
Idaho,2009,March,31.4,3.17
Idaho,2009,February,27.6,1.46
Idaho,2009,January,25.0,2.72
Illinois,2018,December,34.4,3.25
Illinois,2018,November,35.6,3.01
Illinois,2018,October,54.2,3.68
Illinois,2018,September,70.3,4.9
Illinois,2018,August,74.7,4.91
Illinois,2018,July,75.0,3.44
Illinois,2018,June,74.9,6.29
Illinois,2018,May,70.7,3.8
Illinois,2018,April,44.8,2.42
Illinois,2018,March,39.2,3.91
Illinois,2018,February,31.8,4.88
Illinois,2018,January,24.1,1.3
Illinois,2017,December,29.8,0.84
Illinois,2017,November,41.9,2.26
Illinois,2017,October,58.1,5.0
Illinois,2017,September,68.8,0.83
Illinois,2017,August,70.5,2.4
Illinois,2017,July,76.1,4.81
Illinois,2017,June,72.7,3.19
Illinois,2017,May,61.9,5.17
Illinois,2017,April,56.5,6.88
Illinois,2017,March,43.2,3.56
Illinois,2017,February,41.1,0.73
Illinois,2017,January,32.1,2.13
Illinois,2016,December,28.9,1.4
Illinois,2016,November,48.1,2.59
Illinois,2016,October,59.9,2.38
Illinois,2016,September,70.8,3.42
Illinois,2016,August,75.7,6.77
Illinois,2016,July,75.6,6.9
Illinois,2016,June,74.8,3.13
Illinois,2016,May,62.0,4.34
Illinois,2016,April,53.0,3.3
Illinois,2016,March,47.3,3.35
Illinois,2016,February,33.8,1.31
Illinois,2016,January,26.9,0.86
Illinois,2015,December,41.1,6.67
Illinois,2015,November,46.6,5.52
Illinois,2015,October,56.0,1.44
Illinois,2015,September,70.4,3.42
Illinois,2015,August,71.9,3.02
Illinois,2015,July,74.2,5.21
Illinois,2015,June,71.7,9.44
Illinois,2015,May,64.9,5.39
Illinois,2015,April,54.3,3.41
Illinois,2015,March,38.3,2.35
Illinois,2015,February,19.4,1.43
Illinois,2015,January,25.7,1.5
Illinois,2014,December,33.9,1.9
Illinois,2014,November,34.6,1.86
Illinois,2014,October,54.3,4.33
Illinois,2014,September,64.7,4.11
Illinois,2014,August,73.8,5.19
Illinois,2014,July,70.3,3.29
Illinois,2014,June,73.0,6.77
Illinois,2014,May,63.7,3.29
Illinois,2014,April,52.4,5.15
Illinois,2014,March,34.4,1.46
Illinois,2014,February,19.4,2.22
Illinois,2014,January,19.3,1.72
Illinois,2013,December,26.2,2.48
Illinois,2013,November,38.8,2.49
Illinois,2013,October,54.5,3.33
Illinois,2013,September,68.6,1.69
Illinois,2013,August,72.8,1.44
Illinois,2013,July,73.1,3.16
Illinois,2013,June,71.5,5.33
Illinois,2013,May,63.9,6.57
Illinois,2013,April,50.2,6.93
Illinois,2013,March,34.3,2.61
Illinois,2013,February,29.9,2.65
Illinois,2013,January,29.2,3.81
Illinois,2012,December,36.8,2.25
Illinois,2012,November,41.2,1.21
Illinois,2012,October,52.5,3.93
Illinois,2012,September,64.9,5.04
Illinois,2012,August,73.6,3.5
Illinois,2012,July,81.8,1.4
Illinois,2012,June,72.6,1.73
Illinois,2012,May,68.1,2.47
Illinois,2012,April,54.6,3.13
Illinois,2012,March,55.5,2.08
Illinois,2012,February,35.8,1.48
Illinois,2012,January,31.9,1.89
Illinois,2011,December,35.9,3.35
Illinois,2011,November,45.8,5.17
Illinois,2011,October,55.2,1.8
Illinois,2011,September,63.6,3.56
Illinois,2011,August,74.8,1.87
Illinois,2011,July,79.9,3.61
Illinois,2011,June,72.9,6.69
Illinois,2011,May,62.1,5.28
Illinois,2011,April,53.1,7.62
Illinois,2011,March,41.6,2.72
Illinois,2011,February,30.2,3.24
Illinois,2011,January,22.7,1.19
Illinois,2010,December,24.0,1.77
Illinois,2010,November,43.7,3.15
Illinois,2010,October,56.5,1.32
Illinois,2010,September,67.2,3.73
Illinois,2010,August,76.8,3.18
Illinois,2010,July,77.6,5.35
Illinois,2010,June,74.9,7.71
Illinois,2010,May,64.3,5.4
Illinois,2010,April,58.7,3.36
Illinois,2010,March,43.8,2.74
Illinois,2010,February,25.7,1.53
Illinois,2010,January,21.5,1.44
Illinois,2009,December,29.1,3.98
Illinois,2009,November,47.2,2.48
Illinois,2009,October,50.1,8.49
Illinois,2009,September,65.9,2.28
Illinois,2009,August,70.9,4.72
Illinois,2009,July,70.3,4.59
Illinois,2009,June,72.7,5.12
Illinois,2009,May,62.8,5.65
Illinois,2009,April,51.4,6.16
Illinois,2009,March,43.6,4.05
Illinois,2009,February,32.5,2.43
Illinois,2009,January,20.6,1.01
Illinois,2018,December,34.4,3.25
Illinois,2018,November,35.6,3.01
Illinois,2018,October,54.2,3.68
Illinois,2018,September,70.3,4.9
Illinois,2018,August,74.7,4.91
Illinois,2018,July,75.0,3.44
Illinois,2018,June,74.9,6.29
Illinois,2018,May,70.7,3.8
Illinois,2018,April,44.8,2.42
Illinois,2018,March,39.2,3.91
Illinois,2018,February,31.8,4.88
Illinois,2018,January,24.1,1.3
Illinois,2017,December,29.8,0.84
Illinois,2017,November,41.9,2.26
Illinois,2017,October,58.1,5.0
Illinois,2017,September,68.8,0.83
Illinois,2017,August,70.5,2.4
Illinois,2017,July,76.1,4.81
Illinois,2017,June,72.7,3.19
Illinois,2017,May,61.9,5.17
Illinois,2017,April,56.5,6.88
Illinois,2017,March,43.2,3.56
Illinois,2017,February,41.1,0.73
Illinois,2017,January,32.1,2.13
Illinois,2016,December,28.9,1.4
Illinois,2016,November,48.1,2.59
Illinois,2016,October,59.9,2.38
Illinois,2016,September,70.8,3.42
Illinois,2016,August,75.7,6.77
Illinois,2016,July,75.6,6.9
Illinois,2016,June,74.8,3.13
Illinois,2016,May,62.0,4.34
Illinois,2016,April,53.0,3.3
Illinois,2016,March,47.3,3.35
Illinois,2016,February,33.8,1.31
Illinois,2016,January,26.9,0.86
Illinois,2015,December,41.1,6.67
Illinois,2015,November,46.6,5.52
Illinois,2015,October,56.0,1.44
Illinois,2015,September,70.4,3.42
Illinois,2015,August,71.9,3.02
Illinois,2015,July,74.2,5.21
Illinois,2015,June,71.7,9.44
Illinois,2015,May,64.9,5.39
Illinois,2015,April,54.3,3.41
Illinois,2015,March,38.3,2.35
Illinois,2015,February,19.4,1.43
Illinois,2015,January,25.7,1.5
Illinois,2014,December,33.9,1.9
Illinois,2014,November,34.6,1.86
Illinois,2014,October,54.3,4.33
Illinois,2014,September,64.7,4.11
Illinois,2014,August,73.8,5.19
Illinois,2014,July,70.3,3.29
Illinois,2014,June,73.0,6.77
Illinois,2014,May,63.7,3.29
Illinois,2014,April,52.4,5.15
Illinois,2014,March,34.4,1.46
Illinois,2014,February,19.4,2.22
Illinois,2014,January,19.3,1.72
Illinois,2013,December,26.2,2.48
Illinois,2013,November,38.8,2.49
Illinois,2013,October,54.5,3.33
Illinois,2013,September,68.6,1.69
Illinois,2013,August,72.8,1.44
Illinois,2013,July,73.1,3.16
Illinois,2013,June,71.5,5.33
Illinois,2013,May,63.9,6.57
Illinois,2013,April,50.2,6.93
Illinois,2013,March,34.3,2.61
Illinois,2013,February,29.9,2.65
Illinois,2013,January,29.2,3.81
Illinois,2012,December,36.8,2.25
Illinois,2012,November,41.2,1.21
Illinois,2012,October,52.5,3.93
Illinois,2012,September,64.9,5.04
Illinois,2012,August,73.6,3.5
Illinois,2012,July,81.8,1.4
Illinois,2012,June,72.6,1.73
Illinois,2012,May,68.1,2.47
Illinois,2012,April,54.6,3.13
Illinois,2012,March,55.5,2.08
Illinois,2012,February,35.8,1.48
Illinois,2012,January,31.9,1.89
Illinois,2011,December,35.9,3.35
Illinois,2011,November,45.8,5.17
Illinois,2011,October,55.2,1.8
Illinois,2011,September,63.6,3.56
Illinois,2011,August,74.8,1.87
Illinois,2011,July,79.9,3.61
Illinois,2011,June,72.9,6.69
Illinois,2011,May,62.1,5.28
Illinois,2011,April,53.1,7.62
Illinois,2011,March,41.6,2.72
Illinois,2011,February,30.2,3.24
Illinois,2011,January,22.7,1.19
Illinois,2010,December,24.0,1.77
Illinois,2010,November,43.7,3.15
Illinois,2010,October,56.5,1.32
Illinois,2010,September,67.2,3.73
Illinois,2010,August,76.8,3.18
Illinois,2010,July,77.6,5.35
Illinois,2010,June,74.9,7.71
Illinois,2010,May,64.3,5.4
Illinois,2010,April,58.7,3.36
Illinois,2010,March,43.8,2.74
Illinois,2010,February,25.7,1.53
Illinois,2010,January,21.5,1.44
Illinois,2009,December,29.1,3.98
Illinois,2009,November,47.2,2.48
Illinois,2009,October,50.1,8.49
Illinois,2009,September,65.9,2.28
Illinois,2009,August,70.9,4.72
Illinois,2009,July,70.3,4.59
Illinois,2009,June,72.7,5.12
Illinois,2009,May,62.8,5.65
Illinois,2009,April,51.4,6.16
Illinois,2009,March,43.6,4.05
Illinois,2009,February,32.5,2.43
Illinois,2009,January,20.6,1.01
Indiana,2018,December,35.4,3.35
Indiana,2018,November,36.8,4.32
Indiana,2018,October,54.9,2.82
Indiana,2018,September,69.9,5.4
Indiana,2018,August,74.0,5.33
Indiana,2018,July,74.1,3.37
Indiana,2018,June,73.4,6.55
Indiana,2018,May,69.7,3.42
Indiana,2018,April,45.1,3.59
Indiana,2018,March,38.2,3.92
Indiana,2018,February,35.1,5.91
Indiana,2018,January,24.5,2.05
Indiana,2017,December,29.6,1.33
Indiana,2017,November,42.4,4.43
Indiana,2017,October,57.6,4.32
Indiana,2017,September,67.2,2.03
Indiana,2017,August,70.0,2.26
Indiana,2017,July,74.2,6.07
Indiana,2017,June,71.1,4.37
Indiana,2017,May,60.9,6.9
Indiana,2017,April,57.0,4.83
